index,success,reason,run_num,regression
219,1,,110,1
220,1,,110,1
221,1,,111,0
222,1,,111,0
223,0,no manip,112,0
224,0,no manip,112,0
225,1,,113,-1
226,1,,113,-1
227,1,,114,-1
228,1,,114,0
229,0,no manip,115,0
230,0,no manip,115,0
231,1,,116,1
232,1,,116,-1
233,1,,117,0
234,1,,117,0
235,0,no manip,118,0
236,0,no manip,118,0
237,0,no manip,119,0
238,0,no manip,119,0
239,0,no manip,120,0
240,1,,120,0
241,-1,,121,0
242,-1,,121,0
243,1,,122,0
244,1,,122,0
245,1,,123,0
246,1,,123,0
247,1,,124,0
248,1,,124,0
249,1,,125,0
250,1,,125,0
251,1,,126,0
252,1,,126,0
253,1,,127,0
254,1,,127,0
255,1,,128,0
256,1,,128,0
257,1,,129,0
258,1,,129,0
259,1,,130,0
260,1,,130,0
261,0,no manip,131,0
262,0,no manip,131,0
263,0,slip,132,0
264,0,slip,132,0
265,0,slip,133,0
266,-1,,133,0
267,0,no pen,134,0
268,0,no pen,134,0
269,0,slip,135,0
270,0,slip,135,0
271,0,slip,136,0
272,0,no pen,136,0
273,0,slip,137,0
274,0,slip,137,0
275,1,,138,0
276,-1,,138,0
277,0,no pen,139,0
278,0,no pen,139,0
279,-1,,140,0
280,0,slip,140,0
281,0,slip,141,0
282,0,no pen,141,0
283,0,slip,142,0
284,0,no pen,142,0
285,1,,143,0
286,0,slip,143,0
287,0,no pen,144,0
288,0,no pen,144,0
289,0,no pen,145,0
290,0,no pen,145,0
291,0,no pen,146,0
292,0,no pen,146,0
293,0,no pen,147,0
294,0,no pen,147,0
295,0,slip,148,0
296,0,slip,148,0
297,0,no manip,149,0
298,0,no manip,149,0
299,0,no manip,150,0
300,0,no manip,150,0
