index,success,reason,run_num,regression
214,1,,107,-1
215,1,,108,1
216,1,,108,-1
217,1,,109,-1
218,1,,109,1
219,1,,110,1
220,1,,110,1
221,1,,111,1
222,1,,111,1
223,1,,112,-1
224,1,,112,-1
225,0,slip,113,0
226,0,slip,113,0
227,0,slip,114,0
228,0,slip,114,0
229,0,no manip,115,0
230,0,no manip,115,0
231,0,no marble,116,0
232,0,no marble,116,0
233,0,no marble,117,0
234,0,no marble,117,0
235,0,slip,118,0
236,0,slip,118,0
237,0,slip,119,0
238,0,slip,119,0
239,0,no manip,120,0
240,0,no manip,120,0
241,-1,,121,-1
242,-1,,121,-1
243,-1,,122,-1
244,-1,,122,-1
245,-1,,123,-1
246,-1,,123,-1
247,-1,,124,-1
248,-1,,124,-1
249,-1,,125,-1
250,-1,,125,-1
251,-1,,126,-1
252,-1,,126,-1
253,-1,,127,-1
254,-1,,127,-1
255,-1,,128,-1
256,-1,,128,-1
257,-1,,129,-1
258,-1,,129,-1
259,-1,,130,-1
260,-1,,130,-1
261,-1,,131,-1
262,-1,,131,-1
263,-1,,132,-1
264,-1,,132,-1
265,-1,,133,-1
266,-1,,133,-1
267,-1,,134,-1
268,-1,,134,-1
269,-1,,135,-1
270,-1,,135,-1
271,-1,,136,-1
272,-1,,136,-1
273,-1,,137,-1
274,-1,,137,-1
275,-1,,138,-1
276,-1,,138,-1
277,-1,,139,-1
278,-1,,139,-1
279,-1,,140,-1
280,-1,,140,-1
281,-1,,141,-1
282,-1,,141,-1
283,-1,,142,-1
284,-1,,142,-1
285,-1,,143,-1
286,-1,,143,-1
287,1,,144,-1
288,1,,144,-1
289,0,slip,145,0
290,0,no marble,145,0
291,0,no manip,146,0
292,0,no manip,146,0
293,0,slip,147,0
294,0,slip,147,0
295,0,slip,148,0
296,0,slip,148,0
297,1,,149,-1
298,1,,149,1
299,1,,150,-1
300,0,slip,150,0
301,1,,151,-1
302,1,,151,1
303,1,,152,1
304,1,,152,1
305,0,no manip,153,0
306,0,no manip,153,0
307,0,slip,154,0
308,0,slip,154,0
309,0,slip,155,0
310,1,,155,-1
311,0,slip,156,0
312,0,no marble,156,0
313,0,no marble,157,0
314,0,no marble,157,0
315,0,no manip,158,0
316,0,no manip,158,0
317,0,no marble,159,0
318,0,no marble,159,0
319,0,no marble,160,0
320,0,no marble,160,0
321,0,no marble,161,0
322,0,no marble,161,0
323,0,no marble,162,0
324,0,no marble,162,0
325,0,no marble,163,0
326,0,no marble,163,0
327,0,no marble,164,0
328,0,no marble,164,0
329,0,no marble,165,0
330,0,no marble,165,0
331,0,slip,166,0
332,0,no marble,166,0
333,0,no manip,167,0
334,0,no manip,167,0
335,0,slip,168,0
336,1,,168,-1
337,1,,169,-1
338,1,,169,-1
339,1,,170,-1
340,1,,170,-1
341,0,no marble,171,0
342,0,no marble,171,0
343,1,,172,-1
344,0,slip,172,0
345,0,no manip,173,0
346,0,no manip,173,0
347,1,,174,-1
348,1,,174,-1
349,0,slip,175,0
350,0,slip,175,0
